"Australian Bureau of Statistics",,,,
,,,,
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"U15Child","Male","0-14 years",4
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",3
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Relative","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
"Carrum - Patterson Lakes","Married","Male","0-14 years",0
,,,"15-24 years",22
,,,"25-39 years",583
,,,"40-54 years",838
,,,"55-69 years",742
,,,"70-84 years",311
,,,"85-99 years",50
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",30
,,,"25-39 years",673
,,,"40-54 years",900
,,,"55-69 years",695
,,,"70-84 years",235
,,,"85-99 years",19
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",11
,,,"40-54 years",45
,,,"55-69 years",40
,,,"70-84 years",6
,,,"85-99 years",6
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",15
,,,"25-39 years",82
,,,"40-54 years",197
,,,"55-69 years",103
,,,"70-84 years",25
,,,"85-99 years",10
,,,"100 years and over",0
,"U15Child","Male","0-14 years",900
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",901
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",302
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",273
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",212
,,,"25-39 years",163
,,,"40-54 years",46
,,,"55-69 years",11
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",156
,,,"25-39 years",114
,,,"40-54 years",10
,,,"55-69 years",11
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",15
,,,"25-39 years",38
,,,"40-54 years",40
,,,"55-69 years",32
,,,"70-84 years",13
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",16
,,,"25-39 years",30
,,,"40-54 years",29
,,,"55-69 years",41
,,,"70-84 years",15
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",83
,,,"40-54 years",150
,,,"55-69 years",144
,,,"70-84 years",81
,,,"85-99 years",27
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",6
,,,"25-39 years",66
,,,"40-54 years",105
,,,"55-69 years",243
,,,"70-84 years",209
,,,"85-99 years",99
,,,"100 years and over",0
,"Relative","Male","0-14 years",7
,,,"15-24 years",25
,,,"25-39 years",14
,,,"40-54 years",13
,,,"55-69 years",11
,,,"70-84 years",9
,,,"85-99 years",6
,,,"100 years and over",0
,,"Female","0-14 years",5
,,,"15-24 years",23
,,,"25-39 years",15
,,,"40-54 years",8
,,,"55-69 years",26
,,,"70-84 years",20
,,,"85-99 years",13
,,,"100 years and over",0
"Chelsea - Bonbeach","Married","Male","0-14 years",0
,,,"15-24 years",48
,,,"25-39 years",928
,,,"40-54 years",930
,,,"55-69 years",600
,,,"70-84 years",333
,,,"85-99 years",46
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",55
,,,"25-39 years",1110
,,,"40-54 years",866
,,,"55-69 years",589
,,,"70-84 years",257
,,,"85-99 years",22
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",11
,,,"40-54 years",50
,,,"55-69 years",37
,,,"70-84 years",9
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",97
,,,"40-54 years",233
,,,"55-69 years",118
,,,"70-84 years",54
,,,"85-99 years",23
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1111
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1119
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",187
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",232
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",182
,,,"25-39 years",135
,,,"40-54 years",66
,,,"55-69 years",21
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",124
,,,"25-39 years",109
,,,"40-54 years",28
,,,"55-69 years",16
,,,"70-84 years",6
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",34
,,,"25-39 years",81
,,,"40-54 years",46
,,,"55-69 years",36
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",29
,,,"25-39 years",83
,,,"40-54 years",55
,,,"55-69 years",45
,,,"70-84 years",20
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",16
,,,"25-39 years",187
,,,"40-54 years",235
,,,"55-69 years",243
,,,"70-84 years",133
,,,"85-99 years",38
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",15
,,,"25-39 years",174
,,,"40-54 years",196
,,,"55-69 years",353
,,,"70-84 years",322
,,,"85-99 years",114
,,,"100 years and over",0
,"Relative","Male","0-14 years",3
,,,"15-24 years",27
,,,"25-39 years",27
,,,"40-54 years",11
,,,"55-69 years",14
,,,"70-84 years",11
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",8
,,,"15-24 years",31
,,,"25-39 years",24
,,,"40-54 years",9
,,,"55-69 years",32
,,,"70-84 years",41
,,,"85-99 years",12
,,,"100 years and over",0
"Chelsea Heights","Married","Male","0-14 years",0
,,,"15-24 years",11
,,,"25-39 years",301
,,,"40-54 years",402
,,,"55-69 years",325
,,,"70-84 years",149
,,,"85-99 years",15
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",10
,,,"25-39 years",362
,,,"40-54 years",414
,,,"55-69 years",316
,,,"70-84 years",115
,,,"85-99 years",6
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",5
,,,"40-54 years",26
,,,"55-69 years",20
,,,"70-84 years",6
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",26
,,,"40-54 years",104
,,,"55-69 years",39
,,,"70-84 years",19
,,,"85-99 years",3
,,,"100 years and over",0
,"U15Child","Male","0-14 years",525
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",466
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",139
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",170
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",129
,,,"25-39 years",96
,,,"40-54 years",31
,,,"55-69 years",7
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",74
,,,"25-39 years",62
,,,"40-54 years",5
,,,"55-69 years",3
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",6
,,,"25-39 years",8
,,,"40-54 years",14
,,,"55-69 years",11
,,,"70-84 years",3
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",3
,,,"25-39 years",8
,,,"40-54 years",13
,,,"55-69 years",14
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",6
,,,"25-39 years",26
,,,"40-54 years",46
,,,"55-69 years",51
,,,"70-84 years",35
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",12
,,,"40-54 years",20
,,,"55-69 years",90
,,,"70-84 years",102
,,,"85-99 years",17
,,,"100 years and over",0
,"Relative","Male","0-14 years",5
,,,"15-24 years",6
,,,"25-39 years",12
,,,"40-54 years",0
,,,"55-69 years",8
,,,"70-84 years",7
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",5
,,,"15-24 years",13
,,,"25-39 years",5
,,,"40-54 years",10
,,,"55-69 years",16
,,,"70-84 years",14
,,,"85-99 years",3
,,,"100 years and over",0
"Cheltenham - Highett (East)","Married","Male","0-14 years",0
,,,"15-24 years",53
,,,"25-39 years",1384
,,,"40-54 years",1579
,,,"55-69 years",999
,,,"70-84 years",650
,,,"85-99 years",124
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",94
,,,"25-39 years",1583
,,,"40-54 years",1564
,,,"55-69 years",977
,,,"70-84 years",532
,,,"85-99 years",65
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",18
,,,"40-54 years",86
,,,"55-69 years",61
,,,"70-84 years",25
,,,"85-99 years",7
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",124
,,,"40-54 years",367
,,,"55-69 years",192
,,,"70-84 years",88
,,,"85-99 years",36
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1895
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1802
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",499
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",557
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",309
,,,"25-39 years",283
,,,"40-54 years",139
,,,"55-69 years",34
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",251
,,,"25-39 years",219
,,,"40-54 years",75
,,,"55-69 years",30
,,,"70-84 years",4
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",64
,,,"25-39 years",136
,,,"40-54 years",65
,,,"55-69 years",47
,,,"70-84 years",22
,,,"85-99 years",10
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",47
,,,"25-39 years",104
,,,"40-54 years",48
,,,"55-69 years",38
,,,"70-84 years",9
,,,"85-99 years",10
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",26
,,,"25-39 years",191
,,,"40-54 years",268
,,,"55-69 years",254
,,,"70-84 years",161
,,,"85-99 years",74
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",32
,,,"25-39 years",186
,,,"40-54 years",207
,,,"55-69 years",399
,,,"70-84 years",426
,,,"85-99 years",245
,,,"100 years and over",0
,"Relative","Male","0-14 years",11
,,,"15-24 years",58
,,,"25-39 years",60
,,,"40-54 years",17
,,,"55-69 years",27
,,,"70-84 years",13
,,,"85-99 years",5
,,,"100 years and over",0
,,"Female","0-14 years",9
,,,"15-24 years",60
,,,"25-39 years",45
,,,"40-54 years",14
,,,"55-69 years",63
,,,"70-84 years",64
,,,"85-99 years",20
,,,"100 years and over",0
"Edithvale - Aspendale","Married","Male","0-14 years",0
,,,"15-24 years",18
,,,"25-39 years",736
,,,"40-54 years",1050
,,,"55-69 years",633
,,,"70-84 years",328
,,,"85-99 years",42
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",36
,,,"25-39 years",881
,,,"40-54 years",1071
,,,"55-69 years",579
,,,"70-84 years",260
,,,"85-99 years",27
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",9
,,,"40-54 years",37
,,,"55-69 years",21
,,,"70-84 years",13
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",58
,,,"40-54 years",146
,,,"55-69 years",99
,,,"70-84 years",46
,,,"85-99 years",17
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1248
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1114
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",325
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",337
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",203
,,,"25-39 years",154
,,,"40-54 years",60
,,,"55-69 years",18
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",140
,,,"25-39 years",90
,,,"40-54 years",35
,,,"55-69 years",15
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",20
,,,"25-39 years",63
,,,"40-54 years",25
,,,"55-69 years",24
,,,"70-84 years",6
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",15
,,,"25-39 years",39
,,,"40-54 years",17
,,,"55-69 years",15
,,,"70-84 years",10
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",83
,,,"40-54 years",150
,,,"55-69 years",136
,,,"70-84 years",70
,,,"85-99 years",22
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",17
,,,"25-39 years",79
,,,"40-54 years",118
,,,"55-69 years",180
,,,"70-84 years",175
,,,"85-99 years",78
,,,"100 years and over",0
,"Relative","Male","0-14 years",8
,,,"15-24 years",29
,,,"25-39 years",21
,,,"40-54 years",11
,,,"55-69 years",14
,,,"70-84 years",4
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",5
,,,"15-24 years",23
,,,"25-39 years",22
,,,"40-54 years",12
,,,"55-69 years",29
,,,"70-84 years",24
,,,"85-99 years",14
,,,"100 years and over",0
"Mentone","Married","Male","0-14 years",0
,,,"15-24 years",44
,,,"25-39 years",739
,,,"40-54 years",905
,,,"55-69 years",658
,,,"70-84 years",390
,,,"85-99 years",74
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",63
,,,"25-39 years",825
,,,"40-54 years",957
,,,"55-69 years",627
,,,"70-84 years",311
,,,"85-99 years",32
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",4
,,,"40-54 years",53
,,,"55-69 years",33
,,,"70-84 years",10
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",62
,,,"40-54 years",205
,,,"55-69 years",89
,,,"70-84 years",39
,,,"85-99 years",22
,,,"100 years and over",0
,"U15Child","Male","0-14 years",993
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",989
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",323
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",366
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",188
,,,"25-39 years",125
,,,"40-54 years",63
,,,"55-69 years",22
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",123
,,,"25-39 years",128
,,,"40-54 years",25
,,,"55-69 years",10
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",36
,,,"25-39 years",75
,,,"40-54 years",38
,,,"55-69 years",17
,,,"70-84 years",9
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",36
,,,"25-39 years",47
,,,"40-54 years",15
,,,"55-69 years",15
,,,"70-84 years",15
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",22
,,,"25-39 years",164
,,,"40-54 years",205
,,,"55-69 years",182
,,,"70-84 years",102
,,,"85-99 years",30
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",28
,,,"25-39 years",205
,,,"40-54 years",189
,,,"55-69 years",266
,,,"70-84 years",208
,,,"85-99 years",83
,,,"100 years and over",0
,"Relative","Male","0-14 years",0
,,,"15-24 years",20
,,,"25-39 years",34
,,,"40-54 years",12
,,,"55-69 years",15
,,,"70-84 years",9
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",22
,,,"25-39 years",23
,,,"40-54 years",8
,,,"55-69 years",23
,,,"70-84 years",31
,,,"85-99 years",6
,,,"100 years and over",0
"Moorabbin - Heatherton","Married","Male","0-14 years",0
,,,"15-24 years",27
,,,"25-39 years",501
,,,"40-54 years",696
,,,"55-69 years",382
,,,"70-84 years",225
,,,"85-99 years",47
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",41
,,,"25-39 years",591
,,,"40-54 years",698
,,,"55-69 years",372
,,,"70-84 years",165
,,,"85-99 years",20
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",13
,,,"40-54 years",37
,,,"55-69 years",28
,,,"70-84 years",8
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",38
,,,"40-54 years",129
,,,"55-69 years",79
,,,"70-84 years",34
,,,"85-99 years",12
,,,"100 years and over",0
,"U15Child","Male","0-14 years",842
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",775
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",216
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",194
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",124
,,,"25-39 years",110
,,,"40-54 years",43
,,,"55-69 years",8
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",87
,,,"25-39 years",92
,,,"40-54 years",22
,,,"55-69 years",7
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",26
,,,"25-39 years",51
,,,"40-54 years",15
,,,"55-69 years",18
,,,"70-84 years",6
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",34
,,,"25-39 years",33
,,,"40-54 years",12
,,,"55-69 years",11
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",18
,,,"25-39 years",61
,,,"40-54 years",82
,,,"55-69 years",78
,,,"70-84 years",45
,,,"85-99 years",23
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",14
,,,"25-39 years",56
,,,"40-54 years",62
,,,"55-69 years",108
,,,"70-84 years",112
,,,"85-99 years",55
,,,"100 years and over",0
,"Relative","Male","0-14 years",8
,,,"15-24 years",29
,,,"25-39 years",29
,,,"40-54 years",11
,,,"55-69 years",5
,,,"70-84 years",8
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",4
,,,"15-24 years",25
,,,"25-39 years",19
,,,"40-54 years",16
,,,"55-69 years",30
,,,"70-84 years",19
,,,"85-99 years",14
,,,"100 years and over",0
"Moorabbin Airport","Married","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"U15Child","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
